[00:01:10] OCR Snapshot: 6.9787 | USD/KZT: 459.80 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0382 | Diff: 0.84%
[16:53:34] OCR Snapshot: 6.9426 | USD/KZT: 458.56 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9243 | Diff: 0.26%
[16:54:43] OCR Snapshot: 6.9426 | USD/KZT: 458.56 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9243 | Diff: 0.26%
[16:55:52] OCR Snapshot: 6.9426 | USD/KZT: 458.56 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9243 | Diff: 0.26%
[16:57:00] OCR Snapshot: 6.9426 | USD/KZT: 458.56 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9243 | Diff: 0.26%
[16:58:09] OCR Snapshot: 6.9426 | USD/KZT: 458.56 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9243 | Diff: 0.26%
[16:59:17] OCR Snapshot: 6.9426 | USD/KZT: 458.56 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9243 | Diff: 0.26%
[17:00:26] OCR Snapshot: 6.9426 | USD/KZT: 458.56 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9243 | Diff: 0.26%
[17:01:34] OCR Snapshot: 6.9426 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9275 | Diff: 0.22%
[17:02:43] OCR Snapshot: 6.9426 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9275 | Diff: 0.22%
[17:03:53] OCR Snapshot: 6.9426 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9275 | Diff: 0.22%
[17:05:01] OCR Snapshot: 6.9426 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9275 | Diff: 0.22%
[17:06:09] OCR Snapshot: 6.9426 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9275 | Diff: 0.22%
[17:07:17] OCR Snapshot: 6.9426 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9275 | Diff: 0.22%
[17:08:25] OCR Snapshot: 6.9426 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9275 | Diff: 0.22%
[17:09:34] OCR Snapshot: 6.9426 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9275 | Diff: 0.22%
[17:10:42] OCR Snapshot: 6.9426 | USD/KZT: 458.62 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9251 | Diff: 0.25%
[17:11:50] OCR Snapshot: 6.9426 | USD/KZT: 458.62 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9251 | Diff: 0.25%
[17:12:59] OCR Snapshot: 6.9426 | USD/KZT: 458.62 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9251 | Diff: 0.25%
[17:14:06] OCR Snapshot: 6.9426 | USD/KZT: 458.62 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9251 | Diff: 0.25%
[17:15:15] OCR Snapshot: 6.9426 | USD/KZT: 458.62 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9251 | Diff: 0.25%
[17:16:23] OCR Snapshot: 6.9426 | USD/KZT: 458.62 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9251 | Diff: 0.25%
[17:17:31] OCR Snapshot: 6.9426 | USD/KZT: 458.62 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9251 | Diff: 0.25%
[17:18:39] OCR Snapshot: 6.9426 | USD/KZT: 458.62 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9251 | Diff: 0.25%
[17:19:47] OCR Snapshot: 6.9426 | USD/KZT: 458.62 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9251 | Diff: 0.25%
[17:20:55] OCR Snapshot: 6.9426 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9275 | Diff: 0.22%
[17:22:04] OCR Snapshot: 6.9426 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9275 | Diff: 0.22%
[17:23:13] OCR Snapshot: 6.9426 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9275 | Diff: 0.22%
[17:24:22] OCR Snapshot: 6.9426 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9275 | Diff: 0.22%
[17:25:30] OCR Snapshot: 6.9426 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9275 | Diff: 0.22%
[17:26:39] OCR Snapshot: 6.9426 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9275 | Diff: 0.22%
[17:27:47] OCR Snapshot: 6.9426 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9275 | Diff: 0.22%
[17:28:56] OCR Snapshot: 6.9426 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.00, Post:N/A) | Calculated: 6.9275 | Diff: 0.22%
[17:30:04] OCR Snapshot: 6.9426 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.11%
[17:31:12] OCR Snapshot: 6.9426 | USD/KZT: 458.61 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9479 | Diff: 0.08%
[17:32:21] OCR Snapshot: 6.9426 | USD/KZT: 458.61 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9479 | Diff: 0.08%
[17:33:29] OCR Snapshot: 6.9426 | USD/KZT: 458.61 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9479 | Diff: 0.08%
[17:34:37] OCR Snapshot: 6.9426 | USD/KZT: 458.61 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9479 | Diff: 0.08%
[17:35:45] OCR Snapshot: 6.9426 | USD/KZT: 458.61 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9479 | Diff: 0.08%
[17:36:53] OCR Snapshot: 6.9426 | USD/KZT: 458.61 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9479 | Diff: 0.08%
[17:38:02] OCR Snapshot: 6.9426 | USD/KZT: 458.61 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9479 | Diff: 0.08%
[17:39:10] OCR Snapshot: 6.9426 | USD/KZT: 458.61 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9479 | Diff: 0.08%
[17:40:18] OCR Snapshot: 6.9426 | USD/KZT: 458.52 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9467 | Diff: 0.06%
[17:41:27] OCR Snapshot: 6.9426 | USD/KZT: 458.52 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9467 | Diff: 0.06%
[17:42:36] OCR Snapshot: 6.9426 | USD/KZT: 458.52 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9467 | Diff: 0.06%
[17:43:44] OCR Snapshot: 6.9426 | USD/KZT: 458.52 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9467 | Diff: 0.06%
[17:44:52] OCR Snapshot: 6.9426 | USD/KZT: 458.52 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9467 | Diff: 0.06%
[17:46:01] OCR Snapshot: 6.9426 | USD/KZT: 458.52 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9467 | Diff: 0.06%
[17:47:09] OCR Snapshot: 6.9426 | USD/KZT: 458.52 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9467 | Diff: 0.06%
[17:48:17] OCR Snapshot: 6.9426 | USD/KZT: 458.52 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9467 | Diff: 0.06%
[17:49:26] OCR Snapshot: 6.9426 | USD/KZT: 458.52 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9467 | Diff: 0.06%
[17:50:35] OCR Snapshot: 6.9426 | USD/KZT: 458.45 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9456 | Diff: 0.04%
[17:51:43] OCR Snapshot: 6.9426 | USD/KZT: 458.45 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9456 | Diff: 0.04%
[17:52:51] OCR Snapshot: 6.9426 | USD/KZT: 458.45 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9456 | Diff: 0.04%
[17:54:00] OCR Snapshot: 6.9426 | USD/KZT: 458.45 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9456 | Diff: 0.04%
[17:55:08] OCR Snapshot: 6.9426 | USD/KZT: 458.45 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9456 | Diff: 0.04%
[17:56:18] OCR Snapshot: 6.9426 | USD/KZT: 458.45 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9456 | Diff: 0.04%
[17:57:26] OCR Snapshot: 6.9426 | USD/KZT: 458.45 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9456 | Diff: 0.04%
[17:58:34] OCR Snapshot: 6.9426 | USD/KZT: 458.45 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9456 | Diff: 0.04%
[17:59:42] OCR Snapshot: 6.9426 | USD/KZT: 458.45 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9456 | Diff: 0.04%
[18:01:00] OCR Snapshot: 6.9426 | USD/KZT: 458.46 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9457 | Diff: 0.05%
[18:02:10] OCR Snapshot: 6.9289 | USD/KZT: 458.46 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9457 | Diff: 0.24%
[18:03:20] OCR Snapshot: 6.9289 | USD/KZT: 458.46 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9457 | Diff: 0.24%
[18:04:31] OCR Snapshot: 6.9289 | USD/KZT: 458.46 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9457 | Diff: 0.24%
[18:05:40] OCR Snapshot: 6.9289 | USD/KZT: 458.46 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9457 | Diff: 0.24%
[18:06:48] OCR Snapshot: 6.9289 | USD/KZT: 458.46 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9457 | Diff: 0.24%
[18:07:56] OCR Snapshot: 6.9289 | USD/KZT: 458.46 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9457 | Diff: 0.24%
[18:09:04] OCR Snapshot: 6.9289 | USD/KZT: 458.46 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9457 | Diff: 0.24%
[18:10:12] OCR Snapshot: 6.9289 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.31%
[18:11:21] OCR Snapshot: 6.9289 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.31%
[18:12:29] OCR Snapshot: 6.9289 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.31%
[18:13:37] OCR Snapshot: 6.9289 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.31%
[18:14:46] OCR Snapshot: 6.9289 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.31%
[18:15:54] OCR Snapshot: 6.9289 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.31%
[18:17:02] OCR Snapshot: 6.9289 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.31%
[18:18:10] OCR Snapshot: 6.9289 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.31%
[18:19:18] OCR Snapshot: 6.9289 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.31%
[18:20:26] OCR Snapshot: 6.9289 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.31%
[18:21:35] OCR Snapshot: 6.9289 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.31%
[18:22:44] OCR Snapshot: 6.9289 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.31%
[18:23:52] OCR Snapshot: 6.9289 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.31%
[18:25:00] OCR Snapshot: 6.9289 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.31%
[18:26:09] OCR Snapshot: 6.9289 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.31%
[18:27:18] OCR Snapshot: 6.9289 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.31%
[18:28:26] OCR Snapshot: 6.9289 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.31%
[18:29:34] OCR Snapshot: 6.9289 | USD/KZT: 458.77 | FRHC: (Live:152.00, Pre:151.50, Post:N/A) | Calculated: 6.9504 | Diff: 0.31%
[18:30:43] OCR Snapshot: 7.0075 | USD/KZT: 458.77 | FRHC: (Live:152.07, Pre:151.50, Post:N/A) | Calculated: 6.9766 | Diff: 0.44%
[18:31:51] OCR Snapshot: 6.9847 | USD/KZT: 458.77 | FRHC: (Live:152.07, Pre:N/A, Post:N/A) | Calculated: 6.9766 | Diff: 0.12%
[18:33:00] OCR Snapshot: 6.9847 | USD/KZT: 458.77 | FRHC: (Live:152.07, Pre:N/A, Post:N/A) | Calculated: 6.9766 | Diff: 0.12%
[18:34:08] OCR Snapshot: 6.9847 | USD/KZT: 458.77 | FRHC: (Live:152.07, Pre:N/A, Post:N/A) | Calculated: 6.9766 | Diff: 0.12%
[18:35:18] OCR Snapshot: 6.9847 | USD/KZT: 458.77 | FRHC: (Live:152.07, Pre:N/A, Post:N/A) | Calculated: 6.9766 | Diff: 0.12%
[18:36:26] OCR Snapshot: 6.9847 | USD/KZT: 458.77 | FRHC: (Live:152.07, Pre:N/A, Post:N/A) | Calculated: 6.9766 | Diff: 0.12%
[18:37:34] OCR Snapshot: 6.9847 | USD/KZT: 458.77 | FRHC: (Live:152.07, Pre:N/A, Post:N/A) | Calculated: 6.9766 | Diff: 0.12%
[18:38:42] OCR Snapshot: 6.9275 | USD/KZT: 458.77 | FRHC: (Live:152.07, Pre:N/A, Post:N/A) | Calculated: 6.9766 | Diff: 0.70%
[18:39:51] OCR Snapshot: 6.9275 | USD/KZT: 458.77 | FRHC: (Live:152.07, Pre:N/A, Post:N/A) | Calculated: 6.9766 | Diff: 0.70%
[18:40:59] OCR Snapshot: 6.9275 | USD/KZT: 458.51 | FRHC: (Live:152.07, Pre:N/A, Post:N/A) | Calculated: 6.9726 | Diff: 0.65%
[18:42:07] OCR Snapshot: 6.9275 | USD/KZT: 458.51 | FRHC: (Live:152.07, Pre:N/A, Post:N/A) | Calculated: 6.9726 | Diff: 0.65%
[18:43:16] OCR Snapshot: 6.9275 | USD/KZT: 458.51 | FRHC: (Live:152.07, Pre:N/A, Post:N/A) | Calculated: 6.9726 | Diff: 0.65%
[18:44:24] OCR Snapshot: 6.9275 | USD/KZT: 458.51 | FRHC: (Live:152.07, Pre:N/A, Post:N/A) | Calculated: 6.9726 | Diff: 0.65%
[18:45:32] OCR Snapshot: 6.9275 | USD/KZT: 458.51 | FRHC: (Live:152.07, Pre:N/A, Post:N/A) | Calculated: 6.9726 | Diff: 0.65%
[18:46:41] OCR Snapshot: 6.9275 | USD/KZT: 458.51 | FRHC: (Live:152.07, Pre:N/A, Post:N/A) | Calculated: 6.9726 | Diff: 0.65%
[18:47:49] OCR Snapshot: 6.9275 | USD/KZT: 458.51 | FRHC: (Live:152.07, Pre:N/A, Post:N/A) | Calculated: 6.9726 | Diff: 0.65%
[18:48:57] OCR Snapshot: 6.9275 | USD/KZT: 458.51 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9240 | Diff: 0.05%
[18:50:06] OCR Snapshot: 6.9064 | USD/KZT: 458.51 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9240 | Diff: 0.25%
[18:51:14] OCR Snapshot: 6.9037 | USD/KZT: 458.77 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9280 | Diff: 0.35%
[18:52:23] OCR Snapshot: 6.9037 | USD/KZT: 458.77 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9280 | Diff: 0.35%
[18:53:31] OCR Snapshot: 6.9106 | USD/KZT: 458.77 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9280 | Diff: 0.25%
[18:54:39] OCR Snapshot: 6.9106 | USD/KZT: 458.77 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9280 | Diff: 0.25%
[18:55:48] OCR Snapshot: 6.9106 | USD/KZT: 458.77 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9280 | Diff: 0.25%
[18:56:56] OCR Snapshot: 6.9106 | USD/KZT: 458.77 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9280 | Diff: 0.25%
[18:58:05] OCR Snapshot: 6.9106 | USD/KZT: 458.77 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9280 | Diff: 0.25%
[18:59:13] OCR Snapshot: 6.9106 | USD/KZT: 458.77 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9280 | Diff: 0.25%
[19:00:21] OCR Snapshot: 6.9106 | USD/KZT: 458.77 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9280 | Diff: 0.25%
[19:01:31] OCR Snapshot: 6.9106 | USD/KZT: 458.77 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9280 | Diff: 0.25%
[19:02:39] OCR Snapshot: 6.9106 | USD/KZT: 458.77 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9280 | Diff: 0.25%
[19:03:47] OCR Snapshot: 6.9106 | USD/KZT: 458.77 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9280 | Diff: 0.25%
[19:04:56] OCR Snapshot: 6.9115 | USD/KZT: 458.77 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9280 | Diff: 0.24%
[19:06:05] OCR Snapshot: 6.9115 | USD/KZT: 458.77 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9280 | Diff: 0.24%
[19:07:13] OCR Snapshot: 6.9115 | USD/KZT: 458.77 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9280 | Diff: 0.24%
[19:08:21] OCR Snapshot: 6.9115 | USD/KZT: 458.77 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9280 | Diff: 0.24%
[19:09:30] OCR Snapshot: 6.9115 | USD/KZT: 458.77 | FRHC: (Live:151.01, Pre:N/A, Post:N/A) | Calculated: 6.9280 | Diff: 0.24%
[19:10:39] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:11:51] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:12:59] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:14:09] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:15:17] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:16:26] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:17:36] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:18:44] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:19:52] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:21:00] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:22:08] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:23:17] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:24:26] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:25:34] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:26:42] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:27:51] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:28:59] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:30:07] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:31:16] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:32:25] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:33:33] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:34:43] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:35:54] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:37:02] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:38:10] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:39:18] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.31%
[19:40:27] OCR Snapshot: 6.9083 | USD/KZT: 458.54 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9262 | Diff: 0.26%
[19:41:35] OCR Snapshot: 6.9083 | USD/KZT: 458.54 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9262 | Diff: 0.26%
[19:42:43] OCR Snapshot: 6.9083 | USD/KZT: 458.54 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9262 | Diff: 0.26%
[19:43:52] OCR Snapshot: 6.9083 | USD/KZT: 458.54 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9262 | Diff: 0.26%
[19:45:00] OCR Snapshot: 6.9083 | USD/KZT: 458.54 | FRHC: (Live:151.05, Pre:N/A, Post:N/A) | Calculated: 6.9262 | Diff: 0.26%
[19:46:08] OCR Snapshot: 6.9083 | USD/KZT: 458.54 | FRHC: (Live:150.10, Pre:N/A, Post:N/A) | Calculated: 6.8826 | Diff: 0.37%
[19:47:16] OCR Snapshot: 6.9083 | USD/KZT: 458.54 | FRHC: (Live:150.10, Pre:N/A, Post:N/A) | Calculated: 6.8826 | Diff: 0.37%
[19:48:24] OCR Snapshot: 6.9083 | USD/KZT: 458.54 | FRHC: (Live:149.65, Pre:N/A, Post:N/A) | Calculated: 6.8620 | Diff: 0.68%
[19:49:32] OCR Snapshot: 6.9083 | USD/KZT: 458.54 | FRHC: (Live:149.65, Pre:N/A, Post:N/A) | Calculated: 6.8620 | Diff: 0.68%
[19:50:41] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:149.65, Pre:N/A, Post:N/A) | Calculated: 6.8656 | Diff: 0.62%
[19:51:50] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:149.65, Pre:N/A, Post:N/A) | Calculated: 6.8656 | Diff: 0.62%
[19:52:59] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:149.26, Pre:N/A, Post:N/A) | Calculated: 6.8477 | Diff: 0.89%
[19:54:07] OCR Snapshot: 6.9083 | USD/KZT: 458.77 | FRHC: (Live:149.17, Pre:N/A, Post:N/A) | Calculated: 6.8435 | Diff: 0.95%
